n_thread,time
1, 0.22
1, 0.22
1, 0.21
1, 0.21
1, 0.21
2, 3.02
2, 2.71
2, 3.27
2, 3.10
2, 3.48
3, 2.03
3, 2.14
3, 1.97
3, 2.26
3, 1.97
4, 2.08
4, 2.18
